Y,Polarization-Y,ElectricField-Y,ElectrostaticPotential,ConductionBandEnergy,eDensity,hDensity,SpaceCharge
-0.0155,0,2.7921184e-06,-0.034223773,0,0,0,0
-0.013330001,0,2.8698175e-06,-0.034223773,0,0,0,0
-0.011625,0,2.908642e-06,-0.034223773,0,0,0,0
-0.01113,-5.8140151e-07,12581.904,-0.034223773,0,0,0,0
-0.0105,-1.2572906e-06,25238.793,-0.034223773,0,0,0,0
-0.0105,-1.2572906e-06,25238.793,-0.034223773,1.4637258e-12,0,0,0
-0.0092899986,-1.2352325e-06,27418.754,-0.038718642,1.1648901,0,0,0
-0.0077499999,-1.2192376e-06,29351.946,-0.043170617,2.6462065,0,0,0
-0.0068974993,-1.2039079e-06,24935.041,-0.04567977,2.6487156,0,0,0
-0.0058125001,-1.1922763e-06,20747.75,-0.048161104,2.6511969,0,0,0
-0.0049599991,-1.1830575e-06,17223.122,-0.049661808,2.6526977,0,0,0
-0.0038749999,-1.1742959e-06,14104.368,-0.051228447,2.6542643,0,0,0
-0.0037099998,-1.1493843e-06,-900104.73,-0.0513319,2.6543677,0,0,0
-0.0035000001,-1.1382046e-06,-2010603.6,-0.051493642,2.6545295,0,0,0
-0.0035000001,-1.1382046e-06,-2010603.6,-0.051493642,2.6545295,0,0,0
-0.0032387499,-6.2832129e-07,-2575023.9,0.035995763,3.0610463,0,0,0
-0.0029062501,0,-3265111.9,0.14251239,3.5832638,0,0,0
-0.0027274999,0,-1868724.9,0.20225364,2.1273049,0,0,0
-0.0024999999,0,-133241.46,0.2750919,0.2774649,0,0,0
-0.0024999999,0,-133241.46,0.2750919,0.2774649,9.6327161e+13,8.3936325e+12,1.5782769e+21
-0.0024656251,0,-132194.81,0.27567904,0.27687775,9.9003013e+13,8.2470583e+12,8.9303461e+20
-0.002421875,0,-131812.15,0.27612994,0.27642686,1.0045256e+14,8.0786808e+12,-1.0092374e+16
-0.0022087498,0,-126671.61,0.27962992,0.27292688,1.1959648e+14,7.345921e+12,-1.0112251e+16
-0.0019375,0,-124684.09,0.28237169,0.27018511,1.2943679e+14,6.4277495e+12,-1.0123009e+16
-0.0017243748,0,-117637.65,0.28556014,0.26699665,1.5279376e+14,5.9307093e+12,-1.0146863e+16
-0.001453125,0,-114902.73,0.28818192,0.26437487,1.6409471e+14,5.2014602e+12,-1.0158893e+16
-0.0012399998,0,-105119.37,0.29100575,0.26155104,1.9099798e+14,4.8638213e+12,-1.0186134e+16
-0.00096874998,0,-101313.19,0.29348479,0.25907201,2.0372253e+14,4.285898e+12,-1.0199437e+16
-0.00054249965,0,-85492.171,0.29792651,0.25463029,2.621497e+14,3.8987099e+12,-1.0258251e+16
0,0,-78991.975,0.30240397,0.25015283,2.9141591e+14,3.0759509e+12,-1.028834e+16
0.00042625036,0,-64027.363,0.30510757,0.24744922,3.3998606e+14,2.9045669e+12,-1.0337081e+16
0.00096874998,0,-57922.925,0.30887339,0.24368341,3.726683e+14,2.3850044e+12,-1.0370283e+16
0.0011818752,0,-46778.353,0.30958966,0.24296714,3.8763428e+14,2.3460321e+12,-1.0385288e+16
0.001453125,0,-42308.575,0.31121531,0.24134148,4.0459498e+14,2.1603982e+12,-1.0402435e+16
0.0016662502,0,-34266.597,0.31152852,0.24102827,4.1145528e+14,2.1441196e+12,-1.0409311e+16
0.0019375,0,-31140.405,0.31299481,0.23956199,4.2849401e+14,1.9937321e+12,-1.04265e+16
0.0021506252,0,-25848.346,0.31293597,0.23962083,4.271887e+14,1.9967624e+12,-1.0425192e+16
0.002421875,0,-23906.403,0.31426084,0.23829596,4.4417512e+14,1.8734402e+12,-1.0442302e+16
0.0024562499,0,-21273.35,0.3142204,0.2383364,4.432872e+14,1.8755297e+12,5.6922234e+20
0.0024999999,0,-20334.767,0.31442304,0.23813375,4.4602287e+14,1.8576489e+12,1.3226456e+21
0.0024999999,0,-20334.767,0.31442304,0.23813375,0,0,0
0.0026787501,0,1029469.3,0.27169991,1.6770746,0,0,0
0.0029062501,0,2345926.3,0.21932304,3.5064532,0,0,0
0.0031675003,1.6370945e-07,1968715.7,0.15659859,3.0751715,0,0,0
0.0035000001,3.5044715e-07,1507417,0.079939585,2.5230963,0,0,0
0.0035000001,3.5044715e-07,1507417,0.079939585,2.5230963,0,0,0
0.0036650002,3.4053075e-07,902533.5,0.077199126,2.5258367,0,0,0
0.0038749999,3.3728955e-07,163236.31,0.073807724,2.5292281,0,0,0
0.004727501,3.5400066e-07,163584.27,0.059623501,2.5434123,0,0,0
0.0058125001,3.6575701e-07,163560.43,0.042173027,2.5608628,0,0,0
0.0066650007,3.7106243e-07,163971.32,0.027956167,2.5750797,0,0,0
0.0077499999,3.7601469e-07,163817.12,0.010580365,2.5924555,0,0,0
0.0089600012,3.7204926e-07,144037.02,-0.0096279162,1.4522685,0,0,0
0.0105,3.6959135e-07,120441.04,-0.034223773,1.2579348e-12,0,0,0
0.0105,3.6959135e-07,120441.04,-0.034223773,0,0,0,0
0.010995001,1.977472e-07,66260.249,-0.034223773,0,0,0,0
0.011625,0,-2.5195429e-06,-0.034223773,0,0,0,0
0.013330001,0,-2.4926583e-06,-0.034223773,0,0,0,0
0.0155,0,-2.40772e-06,-0.034223773,0,0,0,0

